,ZoneIndex,Tdelta
72,1,-0.11617245984150415
73,1,-0.28392753903628787
74,1,-0.3168349048334065
75,1,-0.2695765658355356
76,1,-0.23003341140845635
77,1,-0.44059045495390237
78,1,0.4530642266065783
79,1,-0.4933971754055193
80,1,0.46133965303302915
81,1,0.26230087825805626
82,1,0.08476965814968196
83,1,2.2319828002108615
84,1,-1.0263220757187241
85,1,1.1783031233028858
86,1,-1.3261100602962905
87,1,1.0635506364632725
88,1,-1.880491440846626
89,1,0.46257998543502765
90,1,-1.2776523846489525
91,1,0.08299463519045247
92,1,-0.08768637953413005
93,1,0.014070842044972665
94,1,0.07079771569748416
95,1,0.12501718732272593
768,2,-0.15529852993092064
769,2,-0.39147218660838234
770,2,-0.49116192151169713
771,2,-0.47924226002194104
772,2,-0.39655120605617
773,2,-0.05902753958346452
774,2,0.4457280394567107
775,2,-0.6447310363893024
776,2,-0.8632727534092481
777,2,1.8577765048031232
778,2,-0.712228106386501
779,2,2.0753217606539103
780,2,-1.7544193687179543
781,2,1.2372947936173588
782,2,-1.816591683430591
783,2,0.7237256490588919
784,2,-2.3091439747643747
785,2,0.26918582030937444
786,2,-1.6794761673575422
787,2,-0.2521158120078866
788,2,-0.29004129819346147
789,2,-0.3314710204091895
790,2,-0.30912993156476176
791,2,-0.29739653515801834
1464,3,-0.09275156856398681
1465,3,-0.2566419990014097
1466,3,-0.30473358216277546
1467,3,-0.26413542376738164
1468,3,-0.21104320436700164
1469,3,-0.16341442389014915
1470,3,0.36062099141396686
1471,3,0.3856749109898949
1472,3,-0.6054854491269666
1473,3,1.1629657153515645
1474,3,-0.46942812245137233
1475,3,1.796733679081946
1476,3,-1.1865996730081676
1477,3,1.1952549827304075
1478,3,-1.5211201095113616
1479,3,0.7439801330132703
1480,3,-1.7197253778582642
1481,3,0.2564408539291456
1482,3,-0.7571099711597533
1483,3,0.02464636102879325
1484,3,-0.039141788578223924
1485,3,-0.004607567186017292
1486,3,0.07047218703368685
1487,3,0.13539382572970027
2160,4,-0.16147390465226863
2161,4,-0.3746272768584582
2162,4,-0.43751259083913396
2163,4,-0.3963236290872203
2164,4,-0.3584169292897421
2165,4,-0.29298008597096015
2166,4,0.2666070171198385
2167,4,-0.32705209655977185
2168,4,-0.41230182501278634
2169,4,1.392056170315918
2170,4,-0.9203662156294001
2171,4,1.752325004263497
2172,4,-1.823847481713326
2173,4,1.2863465475515774
2174,4,-2.0361920754427842
2175,4,0.7918984577878518
2176,4,-1.9626942509334206
2177,4,0.3216018219989465
2178,4,-1.3463242334024592
2179,4,-0.17561546347801382
2180,4,-0.25252494324934815
2181,4,-0.2514422096276192
2182,4,-0.18055757884533463
2183,4,-0.11860592199024467
2856,5,-0.030473409374629057
2857,5,-0.1045020817922051
2858,5,-0.14805414989225696
2859,5,-0.10937104672833797
2860,5,-0.031552491733112475
2861,5,0.05496493541225078
2862,5,0.5733645185622507
2863,5,-0.5513822987515979
2864,5,1.182177012150035
2865,5,-1.4630819728122013
2866,5,1.6885576697201508
2867,5,-1.0022238305017908
2868,5,1.25319186799884
2869,5,-1.3978380215551134
2870,5,1.063636864618278
2871,5,-1.7729852862377697
2872,5,0.3127431365447215
2873,5,-1.1177785383093948
2874,5,0.15545674386362407
2875,5,-0.4202206112065312
2876,5,-0.03141582371591767
2877,5,-0.004712822449803866
2878,5,0.04843096821894122
2879,5,0.10224257168348316
3552,6,-0.045986707003127236
3553,6,-0.14421230413981334
3554,6,-0.18541865606107066
3555,6,-0.17108697485252122
3556,6,-0.1418318104692986
3557,6,-0.10626269513267772
3558,6,0.5363278772246254
3559,6,0.7724077458512717
3560,6,0.9872258198431503
3561,6,1.0873272762818296
3562,6,0.9815353093619983
3563,6,1.0682662998802464
3564,6,0.6724041670933794
3565,6,1.0373987763332302
3566,6,0.14937194431430711
3567,6,0.6433085613763367
3568,6,0.4345013837184517
3569,6,0.30818839208038895
3570,6,0.170525103569517
3571,6,0.00798160157415495
3572,6,-0.0736725408467187
3573,6,-0.07141698089127857
3574,6,-0.031879008252165164
3575,6,-0.021246122722182292
4248,7,-0.09513310839670908
4249,7,-0.24791873349032656
4250,7,-0.34408050822393577
4251,7,-0.363275925591374
4252,7,-0.34607401190057274
4253,7,-0.2826744192722863
4254,7,0.6775108842324009
4255,7,1.1094296770032344
4256,7,1.1569372270015883
4257,7,1.1817443167192572
4258,7,0.33247549236060436
4259,7,1.0867213926960844
4260,7,-0.15376376782181467
4261,7,0.9990273968528598
4262,7,-0.391325307532977
4263,7,0.6066233161127812
4264,7,0.4599589338508032
4265,7,0.33120042180691556
4266,7,0.1670200920120024
4267,7,-0.05147975676429084
4268,7,-0.21813929155689493
4269,7,-0.29131246618785056
4270,7,-0.3076998759972369
4271,7,-0.3469970662632562
4944,8,-0.05268395075982113
4945,8,-0.1699715247589637
4946,8,-0.21519898207934318
4947,8,-0.2008299274404841
4948,8,-0.16300017167702308
4949,8,-0.1160461850069261
4950,8,0.5446747465016486
4951,8,0.7949350565572857
4952,8,0.9942194243990592
4953,8,1.1132225973330776
4954,8,1.0638799321636192
4955,8,1.1742602946178202
4956,8,1.2061265081240258
4957,8,1.2174842728843913
4958,8,1.2096933978983486
4959,8,0.8612296416540985
4960,8,0.6154493143278223
4961,8,0.4776678802435228
4962,8,0.32214118651375045
4963,8,0.1286568923814677
4964,8,0.010467152817113856
4965,8,-0.018611472389274297
4966,8,0.0006252051150461568
4967,8,-0.005378019996062022
5640,9,-0.0746002597453348
5641,9,-0.17255735318212118
5642,9,-0.22563138839610275
5643,9,-0.21746014688137905
5644,9,-0.18045777240280714
5645,9,-0.1489658589570233
5646,9,0.4336709433998571
5647,9,0.6602926063710086
5648,9,0.8291035827732252
5649,9,0.8557804175487789
5650,9,0.7505814112566505
5651,9,0.6432440442082736
5652,9,0.7834722138783974
5653,9,-0.2554552996445203
5654,9,0.6378758013678478
5655,9,-0.6730455481063586
5656,9,0.11515507411090198
5657,9,0.018951216065161702
5658,9,-0.10141854164720243
5659,9,-0.23382386663238108
5660,9,-0.33388577776047157
5661,9,-0.3190138758819714
5662,9,-0.25104980208094574
5663,9,-0.21212744689441365
6336,10,-0.044412908224821024
6337,10,-0.13903257909722555
6338,10,-0.19250821724082812
6339,10,-0.18519967682067673
6340,10,-0.13582823164115254
6341,10,-0.051057430228564016
6342,10,0.5878896491079892
6343,10,0.7768292486891504
6344,10,0.918932726416255
6345,10,1.0026453620443512
6346,10,0.9225478110257512
6347,10,1.0330879457837696
6348,10,1.053618148692859
6349,10,1.0679493041195798
6350,10,1.0834533486031468
6351,10,0.7211924785492805
6352,10,0.47369372663948894
6353,10,0.38283808356646176
6354,10,0.2569675931143287
6355,10,0.08820789097867276
6356,10,-0.09718485830200052
6357,10,-0.16808611402330342
6358,10,-0.16909389514463058
6359,10,-0.18645074811523443
