,ZoneIndex,Tdelta
624,1,-0.0379592282517649
625,1,0.05819618977308494
626,1,0.15300429040203056
627,1,0.26071456306776497
628,1,-0.8855704365256258
629,1,-0.912391309638025
630,1,0.5519489359885164
631,1,-0.823795139966041
632,1,-0.12157762858895893
633,1,1.0530043007483982
634,1,1.1455483626670038
635,1,2.2712291242796105
636,1,-0.4295664396593999
637,1,0.6274760042799663
638,1,-0.5571539208079699
639,1,0.7561609393236068
640,1,1.2118430194664391
641,1,0.7980664740965295
642,1,0.411504630354635
643,1,0.18264846021802583
644,1,0.15273409594695764
645,1,0.19049375691507464
646,1,0.23081206540284072
647,1,0.3283159179973971
1320,2,-0.159625150461693
1321,2,-0.1556519271417791
1322,2,-0.12821978452182137
1323,2,-0.06510476095175122
1324,2,-1.3551105020686087
1325,2,-0.9630905362159865
1326,2,1.173301041149795
1327,2,-0.28891724866045365
1328,2,-0.04566409455444642
1329,2,2.0995695636070444
1330,2,-0.016447942146193384
1331,2,2.3289089584238525
1332,2,-1.306500769468311
1333,2,1.287473114212446
1334,2,-0.6969398998202117
1335,2,1.4256743723864496
1336,2,1.5134642633565676
1337,2,1.0431618824059044
1338,2,0.5838991601491834
1339,2,0.21850144981973685
1340,2,0.07549429730801904
1341,2,0.04014159705791087
1342,2,0.03434052968714596
1343,2,0.0916282255765708
2016,3,-0.02622814547602559
2017,3,0.06619516720485663
2018,3,0.154500629761813
2019,3,0.25930260551810136
2020,3,0.35225410347203834
2021,3,-0.4688780797269487
2022,3,0.7444032656501527
2023,3,-0.5290236919270619
2024,3,0.039266436390938964
2025,3,1.4130232217532779
2026,3,0.22195516735966336
2027,3,1.9451324275545332
2028,3,-0.970857138723936
2029,3,1.2729408257526131
2030,3,-0.7727263015772721
2031,3,1.4719952178958167
2032,3,1.24113553579204
2033,3,0.8692613035593091
2034,3,0.5131488908228476
2035,3,0.2618216273679188
2036,3,0.19691528806998804
2037,3,0.22430659408727038
2038,3,0.2556985877368767
2039,3,0.3374446033361025
2712,4,-0.037936938844580936
2713,4,0.07788317934844002
2714,4,0.19291323041226605
2715,4,0.3193634219670969
2716,4,0.41205213760358816
2717,4,-1.1017913824194352
2718,4,0.6625296670643337
2719,4,-0.8820379355816534
2720,4,0.1740697469632444
2721,4,1.5413129281785274
2722,4,-0.5099773626774216
2723,4,1.5735625283920385
2724,4,-1.239892256530748
