,ZoneIndex,Tdelta
96,1,0.02773950639497258
97,1,0.07152558476130721
98,1,0.2511434668412349
99,1,0.4442174593006136
100,1,0.5886440661030825
101,1,0.7792478664863829
102,1,0.08224381533270275
103,1,0.7733953644346734
104,1,0.8748824680943166
105,1,0.3206671500722713
106,1,-0.23965960528839503
107,1,1.7212077712134537
108,1,-1.3157018540329304
109,1,0.6385830192376645
110,1,-1.2416571688822593
111,1,1.295853459295632
112,1,-1.7050918988187505
113,1,0.7413566982953839
114,1,-1.8120292546961636
115,1,0.199897969124617
116,1,0.07763002040910649
117,1,-0.034397195327930064
118,1,0.041150933284200164
119,1,0.06392318728873647
792,2,-0.07343128544713906
793,2,-0.13420489176722228
794,2,-0.07321125214138036
795,2,0.01737943455305313
796,2,0.3241844099964126
797,2,-0.15554276150586688
798,2,0.5311134661281329
799,2,1.09009541706995
800,2,0.6529983488404767
801,2,1.4777997851191387
802,2,-1.1819742004629923
803,2,1.8403057162142211
804,2,-0.976180378785596
805,2,1.1346310410007234
806,2,-1.3266368004334268
807,2,1.2604483075357926
808,2,-2.431719303397699
809,2,0.5940079551069175
810,2,-2.196552786263748
811,2,-0.150054563917692
812,2,-0.21120484824583485
813,2,-0.3089446178453841
814,2,-0.26693082066437057
815,2,-0.2523862240036969
1488,3,0.029435559036031123
1489,3,0.05837926863470955
1490,3,0.19751543159188145
1491,3,0.35130754225683347
1492,3,0.4938046354326566
1493,3,0.7991154644860643
1494,3,0.3109031441658274
1495,3,1.0705871408132275
1496,3,1.546019219726901
1497,3,-0.0557186126236644
1498,3,0.783574535499973
1499,3,1.5656045341601796
1500,3,-1.5203883612946818
1501,3,0.9036962759515639
1502,3,-1.4548177676773015
1503,3,0.9263404901691175
1504,3,-1.898921646913724
1505,3,0.38062222232167997
1506,3,-1.3291631840949947
1507,3,0.15696359229517753
1508,3,0.012698639400326783
1509,3,-0.15000694468879416
1510,3,-0.06263300895520274
1511,3,-0.021962531994589085
2184,4,-0.01732972018650969
2185,4,-0.003368462746475842
2186,4,0.1444309250416005
2187,4,0.3161648871409888
2188,4,0.45850392989846256
2189,4,0.6980439413113899
2190,4,0.15828784271535312
2191,4,0.8850530677753916
2192,4,0.2639428607743355
2193,4,0.911741592587429
2194,4,-1.001382221395513
2195,4,1.385791879865991
2196,4,-1.6978819162536212
2197,4,0.7969457956200863
2198,4,-1.813860044641327
2199,4,1.449796394687283
2200,4,-1.8867645736112344
2201,4,0.9918917149089168
2202,4,-2.187766456126088
2203,4,0.15311798727651293
2204,4,0.007966243888450464
2205,4,-0.09273872689685803
2206,4,-0.016620237259175497
2207,4,0.018749665266962978
2880,5,-0.18661613109281916
2881,5,-0.4009637807546582
2882,5,-0.5727292687821404
2883,5,-0.5546588862963837
2884,5,-0.5813853917837051
2885,5,-0.36972708399076737
2886,5,0.4104550188745897
2887,5,0.8737023779436655
2888,5,1.7166941452509654
2889,5,1.8662086209156925
2890,5,1.8299537250354625
2891,5,1.8072590642701165
2892,5,1.7434441204490554
2893,5,1.3980157780666609
2894,5,1.1394636234561908
2895,5,1.1705601293498837
2896,5,0.9221949652025039
2897,5,0.8018555824042828
2898,5,0.6213891244737724
2899,5,0.48360981045129137
2900,5,0.47077162397674144
2901,5,0.4514398325644997
2902,5,0.5562293911899374
2903,5,0.6229693738565345
3576,6,-0.024654058953917257
3577,6,-0.056743288176228646
3578,6,-0.03646722309409611
3579,6,-0.007681840478355184
3580,6,0.061028257479037507
3581,6,0.26272972511400283
3582,6,0.9127531004142462
3583,6,0.9468892725300186
3584,6,0.9631965238510318
3585,6,1.1164204484010298
3586,6,1.1993544190109304
3587,6,1.2982511678785862
3588,6,1.1699803627672267
3589,6,1.1086091654029566
3590,6,0.40054800283198233
3591,6,0.6503269281076243
3592,6,0.40347481711919997
3593,6,0.2620421947301317
3594,6,0.1262736288824442
3595,6,0.044773729269873996
3596,6,-0.10957275609658268
3597,6,-0.17741726133947822
3598,6,-0.1273447328365691
3599,6,-0.11023610405879225
4272,7,-0.3891086213735768
4273,7,-0.7758733732957594
4274,7,-1.0958349047432563
4275,7,-1.242646791795078
4276,7,-1.146203558853724
4277,7,-0.37559395855218014
