,ZoneIndex,Tdelta
648,1,0.0743620895245165
649,1,0.21137315695647274
650,1,0.27262944583277005
651,1,0.3157796236064421
652,1,0.4055378136785208
653,1,0.49915518818103166
654,1,0.7394286241129393
655,1,0.8189933248138708
656,1,0.8929681212472893
657,1,1.0494870765601156
658,1,1.1082189371238869
659,1,1.1949836171296546
660,1,0.6228568775721328
661,1,0.33333719544256724
662,1,-0.17250895292246682
663,1,0.27733920143794677
664,1,-0.44220462373874625
665,1,0.24641763711250775
666,1,0.29391299283323136
667,1,0.43614724320617526
668,1,0.5875517009678326
669,1,0.7760209102961362
670,1,1.072048518566941
671,1,1.2641651037968167
1344,2,-0.03862671994471967
1345,2,0.042953690107424336
1346,2,0.050766609843456934
1347,2,0.04676091083028311
1348,2,0.2482237147605879
1349,2,0.9499441526316872
1350,2,1.747867644994404
1351,2,2.1773952456874106
1352,2,2.210063855178415
1353,2,1.9680190670706565
1354,2,1.8406941829768648
1355,2,1.740382442446176
1356,2,1.0752169588450151
1357,2,1.4235323031216502
1358,2,-1.0502227154344972
1359,2,0.7000606353613321
1360,2,-0.37794513980701794
1361,2,0.4683504847555362
1362,2,0.417298818280873
1363,2,0.4389164817640747
1364,2,0.4515960685398426
1365,2,0.5409992576928211
1366,2,0.7627766954460498
1367,2,0.881558275440657
2040,3,0.05293614835415639
2041,3,0.1786268685647059
2042,3,0.2317139100744292
2043,3,0.26520216352825443
2044,3,0.3480101474131452
2045,3,0.47932194926146465
2046,3,0.7539399596980871
2047,3,0.9211330079538129
2048,3,0.9849759853044233
2049,3,1.0036869467019578
2050,3,0.9983949245103041
2051,3,0.938988620939913
2052,3,0.8446586884244205
2053,3,0.7295225801674405
2054,3,0.6302246901215476
2055,3,0.5312103592480071
2056,3,0.44189057359951533
2057,3,0.3343579417101701
2058,3,0.27019383970699806
2059,3,0.3324214973168367
2060,3,0.4162423672400202
2061,3,0.533501314908559
2062,3,0.7672143795956288
2063,3,0.913127935074062
2736,4,0.11509750361421922
2737,4,0.29813843648492266
2738,4,0.3803628622394051
2739,4,0.4346464287994607
2740,4,0.53272870846288
2741,4,0.6273844517944944
2742,4,0.8506251573439094
2743,4,0.9626532720143217
2744,4,0.9292555755872236
2745,4,0.8290956010328614
2746,4,-0.766642494789302
2747,4,0.37805778066985596
2748,4,0.3592356255900029
2749,4,-0.1369123883311758
2750,4,0.3931796615857941
2751,4,-0.1932414631213426
2752,4,1.1514022920166127
2753,4,-1.0579559917870043
2754,4,0.29257198117088734
2755,4,0.48995405320977525
2756,4,0.6133483437885694
2757,4,0.7971299450169731
2758,4,1.0959160203879108
2759,4,1.2808181727806556
3432,5,0.049167826290034355
3433,5,0.16109953867943716
3434,5,0.22298640641229284
3435,5,0.26268441323725256
3436,5,0.33729347589540026
3437,5,0.45252518988441537
3438,5,0.7321180139647652
3439,5,0.8963485482516695
3440,5,0.9859042544834686
3441,5,1.038273685669477
3442,5,1.0523365424239195
3443,5,1.0091567452480383
3444,5,0.9358638083239725
3445,5,0.8392849145256349
3446,5,0.741057524849495
3447,5,0.6464879226779914
3448,5,0.5605215190077857
3449,5,0.4727201619524699
3450,5,0.39867481992654774
3451,5,0.4118296105234265
3452,5,0.46449942426072965
3453,5,0.5311403096716951
3454,5,0.6932543937753621
3455,5,0.8337027921073563
4128,6,-0.032083654650246984
4129,6,0.013545778901278283
4130,6,-0.009359610318171008
4131,6,-0.04400087890190818
4132,6,-0.03576622424287379
4133,6,0.020566131073994853
4134,6,0.1705566202186759
4135,6,0.16105180057089186
4136,6,0.1827757208188885
4137,6,0.3150189010464466
4138,6,0.4788244695692434
4139,6,0.5349279304819348
4140,6,0.47171911030600455
4141,6,0.3061960576124463
4142,6,0.16802813215335277
4143,6,0.09862018831980279
4144,6,0.0031379293767024308
4145,6,-0.09081920687345857
4146,6,-0.13458096775651285
4147,6,-0.08382173789311409
4148,6,-0.0164831731295898
4149,6,0.05407917185413069
4150,6,0.14699624803570543
4151,6,0.19931502937579637
4824,7,-0.1456509351255555
4825,7,-0.1662878343630183
4826,7,-0.24604150545002312
4827,7,-0.3285899823366236
4828,7,-0.18603767826347806
4829,7,0.49428094366850317
4830,7,1.0105887920929248
4831,7,1.198355020864696
4832,7,1.165707641617633
4833,7,0.9262647116324345
4834,7,0.8594607226257622
4835,7,0.8290980812911499
4836,7,0.794080922866133
4837,7,0.724099681705848
4838,7,0.6535890641783979
4839,7,0.5652071711834701
4840,7,0.4473865864589506
4841,7,0.2800859095638977
4842,7,0.13376262357367708
4843,7,0.0736168406901001
4844,7,0.02522395162690927
4845,7,-0.0057191988998859244
4846,7,0.009219180838972107
4847,7,-0.009169630571602028
5520,8,-0.08322837749872392
5521,8,-0.06429374842688418
5522,8,-0.10879547501089348
5523,8,-0.16001477369430717
5524,8,-0.15756484665218906
5525,8,-0.06348422824453692
5526,8,0.10086568607769308
5527,8,0.15338886354623327
5528,8,0.1466685916661845
5529,8,0.13682351563051398
5530,8,0.13439028642377338
5531,8,0.10501484258753635
5532,8,0.0521846329037885
5533,8,-0.022522269922014004
5534,8,-0.0816752800784073
5535,8,-0.1425233206425247
5536,8,-0.21476848660059034
5537,8,-0.34217716200616977
5538,8,-0.441755173841031
5539,8,-0.43567127930247906
5540,8,-0.41043162035406766
5541,8,-0.3714692752664419
5542,8,-0.3022725430404414
5543,8,-0.26611569738716057
6216,9,-0.04137016515430503
6217,9,0.026921021759427788
6218,9,0.013622984338638844
6219,9,-0.013425793198610592
6220,9,0.010751144005549662
6221,9,0.08221167873335844
6222,9,0.18650410476415402
6223,9,0.17698301955178763
6224,9,0.10618401817821521
6225,9,0.023242958324146912
6226,9,-0.061567078974739786
6227,9,-0.16116587959049156
6228,9,-0.24476426238786075
6229,9,-0.053380201877807565
6230,9,0.16900350924322538
6231,9,0.42224994585335907
6232,9,0.46608315730381733
6233,9,0.1433950322850457
6234,9,-0.15964976623541105
6235,9,-0.16583878942270047
6236,9,-0.10156540916459633
6237,9,-0.009016952462914674
6238,9,0.11812060919054446
6239,9,0.19092509865637552
6912,10,-0.11555531026541743
6913,10,-0.09560878446031751
6914,10,-0.1477840694094894
6915,10,-0.22699681205645206
6916,10,-0.23499137497797307
6917,10,-0.13707534385715903
6918,10,0.021896672335866896
6919,10,0.06667166652396617
6920,10,0.058371283582559386
6921,10,0.050830000265037256
6922,10,0.03314023927279308
6923,10,-0.014944880278406458
6924,10,-0.0786004429700391
6925,10,-0.16619119938387072
6926,10,-0.2557217463753432
6927,10,-0.3363587589163757
6928,10,-0.4255328341942217
6929,10,-0.5336507238521087
6930,10,-0.6499119652352867
6931,10,-0.7045319455092631
6932,10,-0.7407105696707781
6933,10,-0.7451668653287769
6934,10,-0.7175074652793114
6935,10,-0.7118497493727176
