price,OutdoorTemperature,sol_p_c_1,sol_p_c_2,sol_p_c_3,sol_p_c_4,sol_p_c_5,sol_p_c_6,sol_p_c_7,sol_p_c_8,sol_p_c_9,sol_p_c_10,sol_tzon_1,sol_tzon_2,sol_tzon_3,sol_tzon_4,sol_tzon_5,sol_tzon_6,sol_tzon_7,sol_tzon_8,sol_tzon_9,sol_tzon_10,sol_slack_u_1,sol_slack_u_2,sol_slack_u_3,sol_slack_u_4,sol_slack_u_5,sol_slack_u_6,sol_slack_u_7,sol_slack_u_8,sol_slack_u_9,sol_slack_u_10,sol_slack_d_1,sol_slack_d_2,sol_slack_d_3,sol_slack_d_4,sol_slack_d_5,sol_slack_d_6,sol_slack_d_7,sol_slack_d_8,sol_slack_d_9,sol_slack_d_10,Tsp_1,Tsp_2,Tsp_3,Tsp_4,Tsp_5,Tsp_6,Tsp_7,Tsp_8,Tsp_9,Tsp_10,Tupp_1,Tupp_2,Tupp_3,Tupp_4,Tupp_5,Tupp_6,Tupp_7,Tupp_8,Tupp_9,Tupp_10,Tlow_1,Tlow_2,Tlow_3,Tlow_4,Tlow_5,Tlow_6,Tlow_7,Tlow_8,Tlow_9,Tlow_10,Tdelta_1,Tdelta_2,Tdelta_3,Tdelta_4,Tdelta_5,Tdelta_6,Tdelta_7,Tdelta_8,Tdelta_9,Tdelta_10
27.19958858,8.180000000000001,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,22.082997522577084,22.130916368399237,22.08421994475207,22.20392344450216,22.394061750764813,21.531541594316447,21.428762107556338,21.29844408231479,21.69682947631462,21.368220104115395,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0
30.69229975,7.508333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74160466477704,21.88170339560782,21.76542846006038,21.738676875139426,22.15950127007074,21.2720498024201,21.35524438148329,21.061380623594378,21.402938502997593,21.190176703884983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7419098967659004,1.9187816572599274,1.443619586198505,1.5742499068440698,0.8368577836635183,1.942554690797742,1.8180563470589526,1.5675741043890277,2.2642638604827354,1.37776058602293,25.200000000000028,25.200000000000028,25.200000000000028,25.200000000000028,25.200000000000028,25.200000000000028,25.200000000000028,25.200000000000028,25.200000000000028,25.200000000000028,25.700000000000028,25.700000000000028,25.700000000000028,25.700000000000028,25.700000000000028,25.700000000000028,25.700000000000028,25.700000000000028,25.700000000000028,25.700000000000028,20.5580901032341,20.381218342740073,20.856380413801496,20.72575009315593,21.463142216336482,20.35744530920226,20.481943652941048,20.732425895610973,20.035736139517265,20.92223941397707,-0.03445827085406592,-0.2050100385304368,0.5532293602024534,0.27434734912014525,0.18948357990244752,0.21040617208396442,0.2439773230079128,0.15766001440031335,-0.09346733651117115,0.03542605124760551
20.33588333,9.016666666666667,0.0,0.059250548884031015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.585859082965698,21.684637622878903,21.596014320409893,21.50844659591753,22.032679072632963,21.140380909232938,21.3312348839826,20.92537735811373,21.23647665293952,21.066013580465984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0514925066784784,2.4934031848653717,0.8877544580070733,2.214531589026219,1.148611613246235,1.0455747684418206,2.2278966277030854,1.7974742850867926,2.06283747314054,2.0221173916626967,23.900000000000016,23.900000000000016,23.900000000000016,23.900000000000016,23.900000000000016,23.900000000000016,23.900000000000016,23.900000000000016,23.900000000000016,23.900000000000016,24.400000000000016,24.400000000000016,24.400000000000016,24.400000000000016,24.400000000000016,24.400000000000016,24.400000000000016,24.400000000000016,24.400000000000016,24.400000000000016,21.248507493321522,19.80659681513463,21.412245541992927,20.08546841097378,21.151388386753766,21.25442523155818,20.072103372296915,20.502525714913208,20.23716252685946,20.277882608337304,0.3593268988179549,-0.08592006197965436,0.44249638161397975,0.17547778637681427,0.23740692147848824,0.4928517922345235,0.055214502202540185,0.12621745250692698,0.049401697566178814,0.03166128860022936
25.58511625,12.033333333333333,0.0,0.0,0.0,0.0,0.030045212342889833,0.0,0.0,0.0,0.0,0.0,21.674331807961238,21.759497399749176,21.622071355045424,21.57292153028448,22.021644421915695,21.160856788914312,21.380409437551354,20.91179067787334,21.22901556667191,21.012817652404454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1435344260018814,1.9749899629354104,2.019922091940963,1.4702848623142835,1.2583690820458884,1.5965747065225848,1.2162863634060699,1.9304643659147622,3.1847805394356463,1.3805647211915861,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,21.15646557399812,20.32501003706459,20.280077908059038,20.829715137685717,21.041630917954112,20.703425293477416,21.08371363659393,20.36953563408524,19.115219460564354,20.919435278808415,0.44175679455123557,0.4981840419906888,0.08036767119190781,0.18536056724832242,0.3507408579679604,0.32784003883073953,0.23899007657334254,0.19262595480141512,-0.2907681029224371,0.31306899693522655
24.71013958,15.525,0.016598870223953455,0.11203865733390313,0.0,0.02335674062750499,0.07323683669740222,0.0,0.0,0.0,0.0,0.0,21.949174239282573,21.8589990945474,21.82536997580241,21.852532076906638,22.108188258464878,21.311236455492324,21.49813084637751,21.005991619387114,21.363452487480483,21.027403192801355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6816227317995533,2.601758648649721,1.5315508475197923,1.107459298486308,0.36016964410973884,1.088893460764858,1.7421250495503955,1.3212085690491122,1.659359797645319,2.19103772803399,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,21.618377268200447,19.69824135135028,20.76844915248021,21.192540701513693,21.939830355890262,21.211106539235143,20.557874950449605,20.97879143095089,20.64064020235468,20.10896227196601,0.7203591294586407,-0.4284689624057405,0.031190517405620198,0.5359290296454299,0.40229362955982334,0.709620468849431,0.19227351093195733,0.5191699900508103,0.12634932211824762,0.023299480621370043
23.88485633,19.03333333333334,0.01758246930071667,0.95480678633294,0.06724991586877895,0.13621424092222,0.011107896498241713,0.0,0.0,0.0,0.0,0.0,22.39623079699288,21.046477107037326,22.05415857117002,22.129528190277767,22.365261009135978,21.557452266062917,21.670382445850834,21.183071283968587,21.60817242177353,21.099300317810304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975235132460031,1.4962444167053595,1.474389531476557,1.4824689959111312,0.0,1.5858823550176786,0.9824955927290695,1.413242795959082,1.6994100613591214,1.8651347250647028,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,21.32476486753997,20.80375558329464,20.825610468523443,20.81753100408887,22.3,20.714117644982323,21.31750440727093,20.88675720404092,20.60058993864088,20.434865274935298,0.19028166996856796,0.5146717807630963,0.25015013189639246,-0.42593559913849627,0.486846443927055,0.3533037493092274,0.41146815112585317,0.2815149576727319,-0.15171224414948278,0.3658461768157951
27.30627458,22.016666666666666,0.7941298022883594,1.0,0.6919490004936485,0.900291245867782,0.7408570842213897,0.05888304254938177,0.3709995166652642,0.0,0.1876473133533775,0.0,21.46594206991127,20.491829699742603,21.334278711781884,21.161323382146108,22.035960543439607,21.781662760721293,21.702327248704478,21.407768003314374,21.68460114727157,21.210494293684597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7779970661358142,3.8687548112874692,1.5517328656208416,2.320585189681985,0.5527119540533441,1.679167136776627,1.4445435682056065,1.2081499839499088,1.1919426370836455,2.416255413164727,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,21.522002933864187,18.43124518871253,20.74826713437916,19.979414810318016,21.747288045946657,20.620832863223374,20.855456431794394,21.091850016050092,21.108057362916355,19.883744586835274,0.3313835369794849,0.46427096241039445,0.21332752372192326,0.4415422578261229,0.7443650014938665,0.02396198590274499,0.15931974657969294,0.3697146125582961,0.2911989153481469,0.11478800776088147
37.4201685,23.508333333333336,0.33738874172779665,0.6666384293465997,0.2759223796762763,0.5150969819083013,0.18041870773947113,0.0,0.02903465171276719,0.0,0.030635672682795823,0.0,21.729073051153836,20.549632066946533,21.553675402023106,21.26372262202513,22.329705421586965,22.07566820311451,21.919363315760418,21.624177827553293,21.997995928941506,21.329399442671072,0.0,0.0,0.0,0.0,0.14194087380120735,0.0,0.0,0.0,0.0,0.0,1.2586209108947113,3.5613373710644756,1.9481155372395278,2.1673066168984434,1.1913677370019533,0.5084808273354264,0.49274109333285665,1.1092993701394498,1.0487071955522302,1.6719376096123657,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.441940873801183,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,21.04137908910529,18.738662628935526,20.351884462760474,20.132693383101557,21.108632262998047,21.791519172664575,21.807258906667144,21.19070062986055,21.251292804447772,20.628062390387633,-0.007090755498052626,-0.035321143568827366,0.3594452394112849,0.42820784430493475,0.6333286271982748,0.5028052349994957,0.5422367737308127,0.09577497200806677,0.3544172531910133,0.1168090325469828
37.12716083,25.525,1.0,1.0,0.981893424684403,1.0,0.1728789976855042,0.3820867821414737,0.4402949038684934,0.30989866686934026,0.8452416465426698,0.0,20.80923909331157,20.275900080709498,20.638620969513767,20.60395461113858,22.644437525044182,21.902894518701775,21.94623904126078,21.59998285968072,21.312167036567235,21.463715011754296,0.0,0.0,0.0,0.0,0.5725632696165626,0.0,0.0,0.0,0.0,0.0,1.949999506828992,3.055179706674286,3.5647157041780675,4.371967597245691,0.3294061681156348,1.66762124723909,0.3439219995350342,2.0812912906531267,2.176227520593468,1.0556221997749837,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.87256326961654,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,20.35000049317101,19.244820293325716,18.735284295821934,17.92803240275431,21.970593831884365,20.63237875276091,21.956078000464966,20.218708709346874,20.123772479406533,21.244377800225017,0.274465108939307,0.07030462776902617,0.1460782103957834,0.09689253814555651,0.5365758648855338,0.24473666245107406,0.6661053011705039,-0.0031679623359564648,0.3309830331442482,0.3196285386910507
141.1338735,27.508333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.145127433701045,21.43595470401603,21.68689867492047,22.11097731527139,23.120642900547026,22.31958764052525,22.215838444594,21.890893946370703,21.908850966015567,21.610429713331705,0.0,0.0,0.0,0.0,1.0104596142038489,0.0,0.0,0.0,0.0,0.0,0.22356469228872913,1.0788298280164774,1.7795519378805231,0.7615027701471995,0.0,0.8421376573675953,0.7784413739794402,0.9128105792575383,0.9948515740769934,1.2608889093297648,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,22.799999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,24.310459614203825,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,23.299999999999976,22.07643530771127,21.221170171983523,20.520448062119478,21.5384972298528,22.3,21.457862342632406,21.52155862602056,21.387189420742462,21.305148425923008,21.039111090670236,0.3124371819212478,0.8265631215234276,0.35194096101267575,0.38959815707477297,0.8700854746973385,0.14633201520443556,0.054325985337265535,0.2556197726731383,0.2443972677028769,0.45561126930990226
